prodcode	dmdcode	gemscriptcode	productname	drugsubstance	strength	formulation	route	bnfcode	bnfchapter	Group	Name	Class
21231	7385711000001106	87820020	Caralpha 20mg/12.5mg tablets (Actavis UK Ltd)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
21245	232035001000027104	85846020	Nifedipress mr 10mg Modified-release tablet (Actavis UK Ltd)	Nifedipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
21423	9566911000001104	89783020	Cozaar-Comp 100mg/25mg tablets (Merck Sharp & Dohme Ltd)	Losartan potassium/Hydrochlorothiazide	100mg + 25mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
21763	215411000001106	49566020	Diltiazem 60mg modified-release tablets (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
21773	96705001000027104	60454020	Diltiazem HCl 60mg Tablet (Generics (UK) Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
21778	391911000001107	54633020	Diltiazem 60mg modified-release tablets (Teva UK Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
21795	865711000001107	50256020	Retalzem 60 modified-release tablets (Kent Pharmaceuticals Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
21872	169635001000027104	70717020	Angiopine 5mg Capsule (Ashbourne Pharmaceuticals Ltd)	Nifedipine	5mg	Capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
21886	7855311000001102	85847020	Nifedipress MR 20 tablets (Actavis UK Ltd)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
21918	527711000001108	85943020	Optil 60mg modified-release tablets (Opus Pharmaceuticals Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
21943	777711000001105	84490020	Kaplon 12.5mg tablets (Teva UK Ltd)	Captopril	12.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
22019	210265001000027104	79356020	Calanif 10mg Capsule (Berk Pharmaceuticals Ltd)	Nifedipine	10mg	Capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
22142	170255001000027104	70808020	Calcilat 10mg Capsule (Eastern Pharmaceuticals Ltd)	Nifedipine	10mg	Capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
22217	222315001000027104	83200020	Nimodrel 10mg modified-release tablet (Opus Pharmaceuticals Ltd)	Nifedipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
22439	222975001000027104	83449020	Ednyt 20mg Tablet (Dominion Pharma)	Enalapril maleate	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
22619	155475001000027104	68606020	Britiazim 60mg Modified-release tablet (Thames Laboratories Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
22696	843411000001105	84383020	Slofedipine 20mg tablets (Sterwin Medicines)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
22708	206195001000027104	77941020	Enalapril 5mg wafer	Enalapril Maleate	5mg	Wafer		02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
22826	69645001000027104	56814020	Securon 160mg Tablet (Abbott Laboratories Ltd)	Verapamil hydrochloride	160mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
22882	NA	!8505496	RAMIPRIL					00000000	Unknown	ever exclusion	Ramipril	ACE
23233	228235001000027104	84958020	Bi-carzem sr 90mg Modified-release capsule (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	90mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
23252	761411000001101	73042020	Pralenal 10 tablets (Opus Pharmaceuticals Ltd)	Enalapril maleate	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
23456	238185001000027104	88006020	Hydrochlorothiazide with valsartan 25mg with 160mg Tablet	Valsartan/Hydrochlorothiazide	25mg + 160mg	Tablet	Oral	02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
23458	NA	!7642107	VERAPAMIL SR					00000000	Unknown	Mono	Verapamil	Verapamil
23478	653111000001108	84464020	Tensopril 50mg tablets (Teva UK Ltd)	Captopril	50mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
23505	216725001000027104	81470020	Adizem xl plus 150mg+12.5mg Modified-release capsule (Napp Pharmaceuticals Ltd)	Diltiazem Hydrochloride/Hydrochlorothiazide	150mg+12.5mg	Modified-release Capsule	Oral	02020100/02060200	Thiazides And Related Diuretics/Calcium-channel Blockers	6 month exclusion	Combo	Combo
23642	20325001000027108	50587020	Vascace 0.25mg Tablet (Roche Products Ltd)	Cilazapril	0.25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Cilazapril	ACE
23730	163275001000027104	05613007	VERAPAMIL 100 MG TAB					00000000	Unknown	Mono	Verapamil	Verapamil
23733	159965001000027104	69392020	Optil sr 90mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem hydrochloride	90mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
23736	2881811000001101	86128020	Hypolar XL 30 tablets (Sandoz Ltd)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
23805	36031811000001104	83478020	Nisoldipine 10mg modified-release tablets	Nisoldipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nisoldipine	CCB
23823	36032011000001112	83480020	Nisoldipine 30mg modified-release tablets	Nisoldipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nisoldipine	CCB
23872	44155001000027104	53571020	Berkatens 40mg Tablet (Berk Pharmaceuticals Ltd)	Verapamil hydrochloride	40mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
24041	206215001000027104	77943020	Enalapril 20mg wafer	Enalapril Maleate	20mg	Wafer		02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
24228	222325001000027104	83201020	Nimodrel 20mg modified-release tablet (Opus Pharmaceuticals Ltd)	Nifedipine	20mg	Modified-release Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
24268	239025001000027104	88422020	Hydrochlorothiazide with valsartan 12.5mg with 80mg Tablet	Valsartan/Hydrochlorothiazide	12.5mg + 80mg	Tablet	Oral	02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
24359	8263211000001101	88544020	Diovan 40mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan	40mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Valsartan	ARB
24365	7887011000001104	87956020	Cardioplen XL 5mg tablets (Chiesi Ltd)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
24366	7887511000001107	87958020	Cardioplen XL 10mg tablets (Chiesi Ltd)	Felodipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
24482	760211000001106	85703020	Captomex 50mg tablets (Actavis UK Ltd)	Captopril	50mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
24484	238175001000027104	87996020	Hydrochlorothiazide with valsartan 12.5mg with 160mg Tablet	Valsartan/Hydrochlorothiazide	12.5mg + 160mg	Tablet	Oral	02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
24632	241785001000027104	89781020	Hydrochlorothiazide with losartan 25mg with 100mg Tablet	Losartan Potassium/Hydrochlorothiazide	25mg + 100mg	Tablet	Oral	02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
25026	NA	!4904103	NIFEDIPINE RETARD					00000000	Unknown	Mono	Nifedipine	CCB
25044	NA	!4904104	NIFEDIPINE RETARD					00000000	Unknown	Mono	Nifedipine	CCB
25055	NA	!4904102	NIFEDIPINE					00000000	Unknown	Mono	Nifedipine	CCB
25059	44165001000027104	53572020	Berkatens 80mg Tablet (Berk Pharmaceuticals Ltd)	Verapamil hydrochloride	80mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
25132	9485111000001104	90751020	Nifopress MR 20mg tablets (Teva UK Ltd)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
25382	7668911000001105	88008020	Co-Diovan 160mg/25mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan/Hydrochlorothiazide	160mg + 25mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
25572	4972811000001103	86937020	Felogen XL 5mg tablets (Mylan)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
25646	234025001000027104	86340020	Nivaten retard 20mg Modified-release tablet (Actavis UK Ltd)	Nifedipine	20mg	Modified-release Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
25777	723811000001107	86145020	Dilcardia SR 120mg capsules (Mylan)	Diltiazem hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
25919	10054311000001108	49118020	Nifedipine 20mg modified-release tablets (A A H Pharmaceuticals Ltd)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
25998	372511000001104	85701020	Captomex 12.5mg tablets (Actavis UK Ltd)	Captopril	12.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
26252	44225001000027104	53578020	Berkatens 160mg Tablet (Berk Pharmaceuticals Ltd)	Verapamil hydrochloride	160mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
26265	210275001000027104	79357020	Calanif 5mg Capsule (Berk Pharmaceuticals Ltd)	Nifedipine	5mg	Capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
26267	159975001000027104	69393020	Optil sr 120mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem Hydrochloride	120mg	Modified-release Capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
26269	159985001000027104	69394020	Optil sr 180mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem Hydrochloride	180mg	Modified-release Capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
26270	203585001000027104	77217020	Optil xl 300mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
26309	203575001000027104	77216020	Optil xl 240mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem hydrochloride	240mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
26337	3800711000001105	76787020	Cabren 10mg modified-release tablets (Teva UK Ltd)	Felodipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
26460	199365001000027104	75964020	Dilcardia xl 240mg Modified-release capsule (Generics (UK) Ltd)	Diltiazem hydrochloride	240mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
26463	215655001000027104	81081020	Zemret xl 240mg Capsule (Neo Laboratories Ltd)	Diltiazem hydrochloride	240mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
26674	36149611000001104	68346020	Verapamil 5mg/2ml solution for injection ampoules	Verapamil hydrochloride	2.5mg/1ml	Solution for injection	Intravenous	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
26759	721811000001108	80908020	Zildil SR 60mg capsules (Chanelle Medical UK Ltd)	Diltiazem hydrochloride	60mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
26774	242975001000027104	91013020	Nifedipine 10mg/5ml Oral suspension	Nifedipine	10mg/5ml	Oral Suspension	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
26995	477111000001100	84491020	Kaplon 25mg tablets (Teva UK Ltd)	Captopril	25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
27135	155305001000027104	68574020	Diltiazem sr 90mg Capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem hydrochloride	90mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
27136	10065211000001108	60317020	Diltiazem 90mg modified-release tablets (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	90mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
27295	4399811000001108	70927020	Securon IV 5mg/2ml solution for injection ampoules (Mylan)	Verapamil hydrochloride	2.5mg/1ml	Solution for injection	Intravenous	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
27401	8886211000001101	88981020	Kenzem SR 90mg capsules (Kent Pharmaceuticals Ltd)	Diltiazem hydrochloride	90mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
27520	10261811000001100	90637020	Olmetec Plus 20mg/25mg tablets (Daiichi Sankyo UK Ltd)	Hydrochlorothiazide/Olmesartan medoxomil	25mg + 20mg	Tablet	Oral	02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
27685	129475001000027104	65095020	Diltiazem HCl 300mg Capsule (PLIVA Pharma Ltd)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
27871	233045001000027104	86081020	Innovace melt 10mg Wafer (Merck Sharp & Dohme Ltd)	Enalapril Maleate	10mg	Wafer		02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
27890	NA	!2215902	ENALAPRIL MALEATE					00000000	Unknown	ever exclusion	Enalapril	ACE
28127	795111000001105	61260020	Enalapril 2.5mg tablets (Teva UK Ltd)	Enalapril maleate	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
28438	4093211000001109	85815020	Triapin 2.5mg/2.5mg modified-release tablets (Sanofi)	Felodipine/Ramipril	2.5mg + 2.5mg	Modified-release tablet	Oral	02050501/02060200	Angiotensin-converting Enzyme Inhibitors/Calcium-channel Blockers	Combo	Combo	Combo
28486	8352011000001100	89909020	Captopril 6.25mg/5ml oral suspension	Captopril	1.25mg/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
28586	7948911000001100	88107020	Lopace 5mg capsules (Discovery Pharmaceuticals)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
28688	10054111000001108	60425020	Nifedipine 10mg modified-release tablets (A A H Pharmaceuticals Ltd)	Nifedipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
28721	8090111000001106	88258020	Neofel XL 5mg tablets (Kent Pharmaceuticals Ltd)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
28724	4041111000001109	80671020	Perdix 7.5mg tablets (UCB Pharma Ltd)	Moexipril hydrochloride	7.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Moexipril	ACE
28725	4040311000001101	80672020	Perdix 15mg tablets (UCB Pharma Ltd)	Moexipril hydrochloride	15mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Moexipril	ACE
28820	562011000001101	85702020	Captomex 25mg tablets (Actavis UK Ltd)	Captopril	25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
28843	22045001000027100	50788020	Verapamil hc 80mg Tablet (Celltech Pharma Europe Ltd)	Verapamil hydrochloride	80mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
28844	44175001000027104	53573020	Berkatens 120mg Tablet (Berk Pharmaceuticals Ltd)	Verapamil hydrochloride	120mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
28902	140511000001108	68139020	Odrik 2mg capsules (Aventis Pharma)	Trandolapril	2mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Trandolapril	ACE
28949	228245001000027104	84959020	Bi-carzem sr 120mg Modified-release capsule (Tillomed Laboratories Ltd)	Diltiazem Hydrochloride	120mg	Modified-release Capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
29044	8089811000001107	88260020	Neofel XL 10mg tablets (Kent Pharmaceuticals Ltd)	Felodipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
29130	5651611000001103	87608020	Gopten 4mg capsules (Abbott Laboratories Ltd)	Trandolapril	4mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Trandolapril	ACE
29145	243075001000027104	91113020	Felendil xl 2.5mg Modified-release tablet (Ratiopharm UK Ltd)	Felodipine	2.5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
29530	233025001000027104	86079020	Innovace melt 2.5mg Wafer (Merck Sharp & Dohme Ltd)	Enalapril Maleate	2.5mg	Wafer		02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
29627	7948711000001102	88105020	Lopace 2.5mg capsules (Discovery Pharmaceuticals)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
29634	10261511000001104	90635020	Olmetec Plus 20mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Hydrochlorothiazide/Olmesartan medoxomil	12.5mg + 20mg	Tablet	Oral	02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
29637	10910611000001108	89660020	Verapress MR 240mg tablets (Teva UK Ltd)	Verapamil hydrochloride	240mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
29676	214485001000027104	80745020	Calazem 60mg Modified-release tablet (Berk Pharmaceuticals Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
30039	597511000001109	84463020	Tensopril 25mg tablets (Teva UK Ltd)	Captopril	25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
30197	319183002	90599020	Diltiazem 120mg modified-release capsules	Diltiazem hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
30199	319275000	68509020	Nifedipine 30mg modified-release tablets	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
30242	319184008	90601020	Diltiazem 180mg modified-release capsules	Diltiazem hydrochloride	180mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
30462	782111000001104	85740020	Ethimil MR 240mg tablets (Genus Pharmaceuticals Ltd)	Verapamil hydrochloride	240mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
30473	309611000001102	86711020	Coroday MR 20mg tablets (Mylan)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
